FRTIPCLFCERT0xATM-AT100^ATM-Red~de~Cajeros~Propios	10.139.2.52	16100
FRTIPCLFCERT0xATM-AT101^ATM-Red~de~Cajeros~Propios	10.139.2.52	16101
FRTIPCLFCERT0xATM-AT102^ATM-Red~de~Cajeros~Propios	10.139.2.52	16102
FRTIPCLFCERT0xATM-AT103^ATM-Red~de~Cajeros~Propios	10.139.2.52	16103
FRTIPCLFCERT0xATM-AT104^ATM-Red~de~Cajeros~Propios	10.139.2.52	16104
FRTIPCLFCERT0xATM-AT105^ATM-Red~de~Cajeros~Propios	10.139.2.52	16105
FRTIPCLFCERT0xATM-AT106^ATM-Red~de~Cajeros~Propios	10.139.2.52	16106
FRTIPCLFCERT0xATM-AT107^ATM-Red~de~Cajeros~Propios	10.139.2.52	16107
FRTIPCLFCERT0xATM-AT201^ATM-Red~de~Cajeros~Propios	10.139.2.52	16109
FRTIPCLFCERT0xATM-AT202^ATM-Red~de~Cajeros~Propios	10.139.2.52	16108
FRTIPCLFCERT0xATM-AT203^ATM-Red~de~Cajeros~Propios	10.139.2.52	16110
FRTIPCLFCERT0xATM-AT204^ATM-Red~de~Cajeros~Propios	10.139.2.52	16111
FRTIPCLFCERT0xATM-AT205^ATM-Red~de~Cajeros~Propios	10.139.2.52	16112
FRTIPCLFCERT0xATM-AT206^ATM-Red~de~Cajeros~Propios	10.139.2.52	16113
FRTIPCLFCERT0xATM-AT207^ATM-Red~de~Cajeros~Propios	10.139.2.52	16114
FRTIPCLFCERT0xATM-AT208^ATM-Red~de~Cajeros~Propios	10.139.2.52	16115
FRTIPCLFCERT0xATM-AT209^ATM-Red~de~Cajeros~Propios	10.139.2.52	16116
FRTIPCLFCERT0xATM-AT210^ATM-Red~de~Cajeros~Propios	10.139.2.52	16117
FRTIPCLFCERT0xATM-AT211^ATM-Red~de~Cajeros~Propios	10.139.2.52	16118
FRTIPCLFCERT0xATM-AT212^ATM-Red~de~Cajeros~Propios	10.139.2.52	16119
FRTIPCLFCERT0xATM-AT213^ATM-Red~de~Cajeros~Propios	10.139.2.52	16120
FRTIPCLFCERT0xATM-AT500^ATM-Red~de~Cajeros~Propios	10.139.2.52	17500
