FRTIPPEFDESA01AGN-01^AGN~-~ATM~GLOBAL~NET	172.24.4.184	9999
FRTIPPEFDESA01UBA-01^UBA~-~Canal~UBA	172.24.9.102	20136
FRTIPPEFDESA01VIS-01^VIS~-~FP~-~Visa~Corporativo	10.164.239.45	10150
