SWTWSCLFCERT01SFC-075-01^SFC~-~Sistema~de~fidelizacion~Anulacion~Parcial~de~Canje	https://sfcfalabellaqa.procesadoraindra.local/axis2SFCChile/services/SFC_P7FA2800WS.SFC_P7FA2800WSHttpsSoap11Endpoint/
SWTWSCLFCERT01SBG-066-01^SBG~-~Autorizador~WS~SobreGiro~Autorización	https://integracion-bfcl-qa.fif.tech/oauth/cc/token
SWTWSCLFCERT01CWS-065-01^CWS~-~Sat~Webservice~Anulación~Pago~con~SAV	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLANSAVWS?wsdl
SWTWSCLFCERT01FLX-060-01^FLX~-~CORP~-~Flex~WebService~FLX~Anulación~Pago~Chile	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService?wsdl
SWTWSCLFCERT01FLX-059-01^FLX~-~CORP~-~Flex~WebService~FLX~Pago~Flexcube~Chile	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService?wsdl
SWTWSCLFCERT01FLX-058-01^FLX~-~CORP~-~Flex~WebService~Serv~Consulta~x~contrato~FLX	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService?WSDL
SWTWSCLFCERT01FLX-057-01^FLX~-~CORP~-~Flex~WebService~Serv~Consulta~x~Rut~FLX	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService?WSDL
SWTWSCLFCERT01CWS-054-01^CWS~-~Sat~Webservice~Pago~EECC~con~SAV	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLRESAVWS?wsdl
SWTWSCLFCERT01CWS-053-01^CWS~-~Sat~Webservice~Devolución~Oper.~Backoffice	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLALDEVWS?wsdl
SWTWSCLFCERT01CWS-038-01^CWS-Anulac~Pagos~con~Nro~Ref~CWS	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLPANPGWS?wsdl
SWTWSCLFCERT01CWS-034-01^CWS-Consulta~Saldo~y~Pago~WS~CWZ	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLCLDISWS?wsdl
SWTWSCLFCERT01CWS-033-01^CWS~-~Sat~Webservice~Backoffice	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_OPALIMEWS.SAT_OPALIMEWSHttpSoap12Endpoint/
SWTWSCLFCERT01CWS-031-01^CWS~-~Sat~Webservice~Consulta~P.~Diferido~Cuotas	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLSIMULWS?wsdl
SWTWSCLFCERT01SFC-030-01^SFC~-~Sistema~de~fidelizacion~Consulta~de~Puntos	https://mdwcmrcluat.falabella.cl/canales/bus/Compra/Puntos/Simular/v1.0?wsdl
SWTWSCLFCERT01CWS-029-01^CWS~-~Sat~Webservice~Anulacion~de~Pago~sin~Ref.	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLANPAGWS?wsdl
SWTWSCLFCERT01TAS-028-01^TAS~-~Web~Service~Motor~de~tasas.	https://qatasasbfcl.falabella.cl/InPricingOnlineWS/InPricing_olService
SWTWSCLFCERT01SBG-027-01^SBG~-~Autorizador~WS~SobreGiro~Token~Vigente~APIGee	https://integracion-bfcl-qa.fif.tech/credit-risks/v1/credit-cards/overdraft
SWTWSCLFCERT01FLX-020-01^FLX~-~CORP~-~Flex~WebService~Fecha~Vencimiento~Pagos	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService
SWTWSCLFCERT01FLX-018-01^FLX~-~CORP~-~Flex~WebService~Credito~de~Consumo	http://middlewareuat.falabella.cl/bco/co/12c/bus/BCO/CO/CreditoConsumo/v1_1/creditoConsumoTransaccionesSwitchCrear
SWTWSCLFCERT01FLX-017-01^FLX~-~CORP~-~Flex~WebService~FLX~Reduccion~Plazo~Pago	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService
SWTWSCLFCERT01FLX-016-01^FLX~-~CORP~-~Flex~WebService~FLX~Reduccion~Cuota~Pago	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService
SWTWSCLFCERT01FLX-015-01^FLX~-~CORP~-~Flex~WebService~FLX~Deuda~Total~Pago	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService
SWTWSCLFCERT01SFC-014-01^SFC~-~Sistema~de~fidelizacion~Anulacion~de~Canje	https://sfcfalabellaqa.procesadoraindra.local/axis2SFCChile/services/SFC_P7555500WS.SFC_P7555500WSHttpSoap12Endpoint/
SWTWSCLFCERT01SFC-013-01^SFC~-~Sistema~de~fidelizacion~Canje~de~Puntos	https://sfcfalabellaqa.procesadoraindra.local/axis2SFCChile/services/SFC_P7555100WS.SFC_P7555100WSHttpSoap12Endpoint/
SWTWSCLFCERT01COM-012-01^COM~-~Web~Service~Conexión~Comisiones	http://manasquan.falabella.cl:7003/WSComOnlineCMR/endpoints/EventDetailsService.wsdl
SWTWSCLFCERT01CWS-011-01^CWS~-~Sat~Webservice~Consulta~de~Saldo	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLCLDISWS?wsdl
SWTWSCLFCERT01CWS-010-01^CWS~-~Sat~Webservice~Anulacion~de~Pago~con~Ref.	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLPANPGWS?wsdl
SWTWSCLFCERT01CWS-009-01^CWS-Web~Service~Mensaje~de~Control	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLCOECTWS?wsdl
SWTWSCLFCERT01CWS-008-01^CWS~-~Sat~Webservice~Pago~Unificado~SAT	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLALPAGWS?wsdl
SWTWSCLFCERT01CWS-005-01^CWS-WebService~SatWeb~Pag.~Unif.	https://axissatqa1.bancofalabella.cl/axis2/services/SAT_FLALPAGWS?wsdl
SWTWSCLFCERT01FLX-004-01^FLX~-~CORP~-~Flex~WebService~FLX~Abono~Pago	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService?wsdl
SWTWSCLFCERT01FLX-003-01^FLX~-~CORP~-~Flex~WebService~Anulación~Pago	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService
SWTWSCLFCERT01FLX-002-01^FLX~-~CORP~-~Flex~WebService~FLX~Pago~Flexcube	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService/CREATPAYMENT?wsdl
SWTWSCLFCERT01FLX-001-01^FLX~-~Mensaje~de~Control~Flex	https://flexcorebancoqa3.falabella.cl/FCUBSCLService/FCUBSCLService
SWTIPCLFCERT01CCO-01^CCO~-~BFCL-CCA~Originadora~IFO	172.20.200.71	27051
SWTIPCLFCERT01CCO-02^CCO~-~BFCL-CCA~Originadora~IFO	172.20.200.71	28051
SWTIPCLFCERT01CCO-03^CCO~-~BFCL-CCA~Originadora~IFO	172.20.200.71	29051
SWTIPCLFCERT01Pru-01^Pruebas~Mirror~Bank~-~assay	10.0.111.147	8081
SWTIPCLFCERT01RBO-01^RBO-~IFO~enviadaa~a~REDBANC~directo	163.250.239.100	6194
SWTIPCLFCERT01RBO-02^RBO-~IFO~enviadaa~a~REDBANC~directo	163.250.239.100	6195
SWTIPCLFCERT01RBO-03^RBO-~IFO~enviadaa~a~REDBANC~directo	163.250.239.100	6196
