FRTIPCOFDESA01ASC-01^ASC~-~Credibanco~Colombia	10.123.96.17	7510
FRTIPCOFDESA01ASC-02^ASC~-~Credibanco~Colombia	10.123.96.17	8510
FRTIPCOFDESA01MCI-01^MCI~-~MasterCard~Internacional	10.128.2.152	3115
FRTIPCOFDESA01MCI-05^MCI~-~MasterCard~Internacional~MIP	10.120.46.30	6134
FRTIPCOFDESA01MKR-01^MKR~-~Conexión~Tiendas~Makro	120.11.10.122	21129
FRTIPCOFDESA01RBM-01^RBM~-~Redeban~Multicolor~Colombia	10.123.96.9	12143
FRTIPCOFDESA01RBM-02^RBM~-~Redeban~Multicolor~Colombia	10.123.96.9	12243
